Procuraduría Agraria 	 procuraduria-agraria 	 Ubicación geográfica de las Delegaciones y Residencias 	 http://www.pa.gob.mx/datosabiertos/Direcciones-Delegaciones-y-residencias-PA.csv 	 200 	 0 	 Wed Jan 13 11:53:15 CST 2016
SEDESOL 	 sedesol 	 SHCP Programa de Subsidio a la Prima del Seguro Agropecuario (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0059_10535.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 SHCP Programa de Apoyo a los Fondos de Aseguramiento Agropecuario (Actores Sociales) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0062_10537.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa Procampo Productivo / Apoyos Directos al Campo (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S231_10550.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Prevención y Manejo de Riesgos/Atencion a Desastres Naturales en el Sector Agropecuario y Pesquero (Actores Sociales) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S232_10558.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa Integral de Desarrollo Rural /Conservación y uso sustentables de suelo y agua (COUSSA) (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S234_10560.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa Procampo Productivo / Diesel Agropecuario (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S231_10561.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa Procampo Productivo / Diesel Marino (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0025_10566.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa PROCAMPO Productivo /Diesel Marino (Actores Sociales) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S231_10567.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa Procampo Productivo / Fomento Productivo del Café (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S231_10570.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa PROCAMPO Productivo/Modernizacion de la Maquinaria Agropecuaria (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S231_10577.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa PROCAMPO Productivo/Modernizacion de la Maquinaria Agropecuaria (Actores Sociales) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S231_10578.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Sustentabilidad de los Recursos Naturales/Conservación y Uso Sustentable de Suelo y Agua (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0169_10580.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de la Mujer en el Sector Agrario (PROMUSAG) (Actores Sociales) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S088_10590.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 SE Programa de Fomento a la Economía Social (FOMES) (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S017_10602.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 SE Programa Fondo de Micro financiamiento a Mujeres Rurales (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S016_10604.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 SE Programa Nacional de Financiamiento al Microempresario (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S021_10607.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 SEP Programa Becas de Apoyo a la Educación Básica de Madres Jóvenes y Jóvenes Embarazadas (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S108_10620.zip 	 403 	 0 	 Wed Jan 13 13:13:56 CST 2016
SEDESOL 	 sedesol 	 STPS Programa Apoyo al Empleo/Becate/Capacitación en la Práctica Laboral (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0017_10627.zip 	 403 	 2 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 STPS Programa Apoyo al Empleo/Becate/Capacitación para el Autoempleo (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0017_10628.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 STPS Programa Apoyo al Empleo/Becate/Vales de Capacitación (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0017_10629.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Fomento a la Agricultura /Incentivos para Productores de Maíz y Frijol (PIMAFM) (Actores Sociales) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0081_10584.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Apoyo para la Productividad de la Mujer Emprendedora (PROMETE) (Actores Sociales) de Junio a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S088_10589.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Fomento a la Productividad Pesquera y Acuícola/Propesca (Personas Fisicas) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0140_10591.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Fomento Ganadero /Programa Porcino (Personas Fisicas) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S260_10592.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Fomento a la Agricultura /Reconversión y Productividad (Personas Fisicas) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0137_10594.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Fomento Ganadero /Repoblamiento y Recría Pecuaria (Personas Fisicas) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S260_10595.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Fomento a la Agricultura /Tecnificación del Riego (Personas Fisicas) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0132_10596.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Fomento Ganadero /Programa Productivo (Actores Sociales) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0208_10598.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Fomento Ganadero /Programa Porcino (Actores Sociales) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0209_10599.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SE Programa Fondo Nacional Emprendedor (Personas Fisicas) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0066_10600.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SE Programa Fondo Nacional Emprendedor (Actores Sociales) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0067_10601.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SE Programa Nacional de Financiamiento al Microempresario (Actores Sociales) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0214_10610.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SE Programa Nacional de Financiamiento al Microempresario (Personas Fisicas) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S021_10611.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SEP Programa Atención a la Demanda de Educación para Adultos (INEA)/Certificar personas nacidas antes de 1982 y de 15 años y más en el nivel primaria (Personas Fisicas) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0220_10613.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SEP Programa Escuelas de Tiempo Completo/Personas Morales (Actores Sociales) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0210_10615.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SEP Programa Prestación de Servicios de Educación Inicial y Básica Comunitaria/Proporcionar servicios de educación inicial (Obras y Servicios) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0226_10618.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 STPS Programa Servicios de Vinculación Laboral (Zona Urbana)/Bolsa de trabajo (Personas Fisicas) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0021_10621.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 STPS Programa Servicios de Vinculación Laboral (Zona Urbana)/Ferias de Empleo (Personas Fisicas) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0128_10622.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SEDESOL Programa Desarrollo Humano Oportunidades (Personas Fisicas) de Noviembre a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S072_10430.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SEDESOL Programa Desarrollo Humano Oportunidades (Personas Fisicas) de Noviembre a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S072_10431.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SEDESOL Programa de Abasto Social de Leche a cargo de Liconsa, S.A. de C.V. (Personas Fisicas) de Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S052_10434.zip 	 403 	 0 	 Wed Jan 13 13:13:58 CST 2016
SEDESOL 	 sedesol 	 SEDESOL Programa de Apoyo Alimentario (Personas Fisicas) de Noviembre a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S118_10438.zip 	 403 	 1 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEDESOL Programa de Apoyo Alimentario (Personas Fisicas) de Noviembre a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S118_10439.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEDESOL Programa para el Desarrollo de Zonas Prioritarias (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S216_10443.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEDESOL Programa de Estancias Infantiles para Apoyar a Madres Trabajadoras (Personas Fisicas) de Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S174_10445.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEDESOL Programa 3 x 1 para Migrantes (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S061_10448.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEDESOL Programa 3 x 1 para Migrantes (Obras y Servicios) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0112_10449.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEDESOL Programa de Empleo Temporal (Personas Fisicas) de Abril a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S071_10453.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEDESOL Programa para el Desarrollo de Zonas Prioritarias (Obras y Servicios) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0113_10461.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEDESOL Programa Fondo de Capital para el Desarrollo Social (Actores Sociales) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0152_10466.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEMARNAT Programa Fomento para la Conservación y el Aprovechamiento Sustentable de la Vida Silvestre (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_U020_10472.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEMARNAT Programa Fomento para la Conservación y el Aprovechamiento Sustentable de la Vida Silvestre (Actores Sociales) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_U020_10474.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEMARNAT Programa de Empleo Temporal (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S071_10475.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEMARNAT Programa ProArbol - Pago por Servicios Ambientales (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0172_10477.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEMARNAT Programa ProArbol - Desarrollo Forestal (Actores Sociales) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_U036_10479.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEMARNAT Programa Conservación para el Desarrollo Sostenible (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S046_10481.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEMARNAT Programa para la Construcción y Rehabilitación de Sistemas de Agua Potable y Saneamiento en Zonas Rurales (Obras y Servicios) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S075_10489.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEDATU Programa Joven Emprendedor Rural y Fondo de Tierras (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S203_10494.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEDATU Programa de Vivienda Digna (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S058_10496.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SALUD Programa Atención a Familias y Población Vulnerable / Estrategia Integral de Desarrollo Comunitario Comunidad DIF (Actores Sociales) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S150_10501.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SALUD Programa Seguro Popular (Personas Fisicas) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_U005_10502.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SHCP Programa de Infraestructura Indígena / Acciones de Electrificación (Obras y Servicios) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S179_10522.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SHCP Programa de Infraestructura Basica para la Atencion de los Pueblos Indigenas/Acciones de Comunicación Terrestre (Obras y Servicios) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S179_10523.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SHCP Programa Fondos Regionales Indígenas (Actores Sociales) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S180_10525.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SHCP Programa Manejo y Conservacion de Recursos Naturales en Zonas Indigenas (Actores Sociales) de Enero a Diciembre del 2013 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_U008_10529.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Fomento a la Agricultura /Producción Intensiva y Cubiertas Agrícolas (PROCURA) (Actores Sociales) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0240_10516.csv.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEDESOL Programa de Atención a Jornaleros Agrícolas (Personas Fisicas) de Febrero a Julio del 2015 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S065_10454.zip 	 403 	 0 	 Wed Jan 13 13:13:59 CST 2016
SEDESOL 	 sedesol 	 SEDESOL Programa de Estancias Infantiles para Apoyar a Madres Trabajadoras (Personas Fisicas) de Julio del 2015 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S174_10446.zip 	 403 	 1 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SEDESOL Programa de Apoyo a las Instancias de Mujeres en las Entidades Federativas, Para Implementar y Ejecutar Programas de Prevención de la Violencia Contra las Mujeres (Actores Sociales) de Enero a Junio del 2015 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S155_10467.csv.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SEDATU Programa de Vivienda Digna (Personas Fisicas) de Enero a Marzo del 2015 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S058_10497.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SEP Programa Atención a la Demanda de Educación para Adultos (INEA)/Alfabetizar a Personas de 15 años y más (Personas Fisicas) de Enero a Junio del 2015 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0219_10609.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SEMARNAT Programa para la Construcción y Rehabilitación de Sistemas de Agua Potable y Saneamiento en Zonas Rurales (Obras y Servicios) de Enero a Mayo del 2015 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S075_10488.csv.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Fomento a la Agricultura /Agroincentivos (Personas Fisicas) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0130_10552.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Fomento a la Agricultura /Desarrollo de Clúster Agroalimentario (AGROCLUSTER) (Actores Sociales) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0135_10551.csv.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Fomento a la Productividad Pesquera y Acuícola/Desarrollo Estratégico de Acuacultura (Actores Sociales) de Agosto a Noviembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0212_10547.csv.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Fomento a la Productividad Pesquera y Acuícola /Impulso a la Capitalización Pesquera y Acuícola (Personas Fisicas) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0139_10572.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa Fondo para el Apoyo a Proyectos /Productivos en Nucleos Agrarios (Actores Sociales) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_S089_10569.csv.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Fomento a la Productividad Pesquera y Acuícola/Desarrollo Estratégico de Acuacultura (Personas Fisicas) de Julio a Septiembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0138_10565.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Productividad y Competitividad Agroalimentaria /Desarrollo Productivo Sur Sureste (Personas Fisicas) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0147_10564.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa Integral de Desarrollo Rural / Atencion a Desastres Naturales en el Sector Agropecuario y Pesquero (Personas Fisicas) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0034_10556.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SAGARPA Programa de Fomento a la Agricultura /Bioenergía y Sustentabilidad (Personas Fisicas) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0133_10555.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SHCP - INMUJERES Programa Fortalecimiento a la Transversalidad de la Perspectiva de Género/II. Fortalecimiento a la transversalidad de la perspectiva de género en municipios y delegaciones (Actores Sociales) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0181_10544.csv.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SHCP-CDI Programa para el Mejoramiento de la Producción y Productividad Indígena / Turismo de naturaleza (inicio) (Actores Sociales) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0096_10542.csv.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SHCP-CDI Programa para el Mejoramiento de la Producción y Productividad Indígena / Turismo de Naturaleza (Continuidad e Integradores) TUNAC (Actores Sociales) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0097_10541.csv.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SHCP-CDI Programa para el Mejoramiento de la Producción y Productividad Indígena / Proyectos productivos comunitarios y mujer indígena (nivel intermedio y avanzado) (Actores Sociales) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0094_10539.csv.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
SEDESOL 	 sedesol 	 SHCP-CDI Programa Apoyo a la Educación Indígena/Albergues Escolares Indígenas (Actores Sociales) de Enero a Diciembre del 2014 	 http://datos.sedesol.gob.mx/padronbeneficiarios/150930/cnch/beneficiarios_0086_10538.csv.zip 	 403 	 0 	 Wed Jan 13 13:14:00 CST 2016
